province,Latitude,Longitude
Guizhou,26.125971,105.254308
Guizhou,26.412846,105.300134
Guizhou,26.201228,105.480029
Guizhou,26.181297,105.270959
Guizhou,26.103277,105.476666
Guizhou,26.486424,105.307326
Guizhou,26.127987,105.545487
Guizhou,26.231408,105.440888
Guizhou,26.495353,105.069799
Guizhou,26.766526,104.759795
Guizhou,25.774548,104.650995
Guizhou,25.774548,104.650995
Guizhou,25.47563,104.8415
Guizhou,25.752085,104.480247
Guizhou,25.361792,104.768913
Guizhou,25.78001,104.661448
Guizhou,26.116623,104.616602
Guizhou,26.19627,104.591981
Guizhou,25.774785,104.643408
Guizhou,25.869772,104.500323
Guizhou,25.3943,104.7395
Guizhou,25.386778,104.819692
Guizhou,25.78001,104.661448
Guizhou,25.713942,104.614409
Guizhou,25.782156,104.655567
Guizhou,25.652751,104.618663
Guizhou,26.014721,104.509741
Guizhou,27.68942,106.918264
Guizhou,27.683721,106.927873
Guizhou,27.657331,106.90808
Guizhou,27.68715,106.93379
Guizhou,27.688935,106.921546
Guizhou,27.678925,106.924212
Guizhou,27.6892,106.94171
Guizhou,27.714587,106.917488
Guizhou,27.728861,107.087194
Guizhou,27.733505,106.808449
Guizhou,27.805032,106.918496
Guizhou,27.817405,107.075929
Guizhou,27.578966,106.670059
Guizhou,27.545647,106.83626
Guizhou,27.534044,106.831054
Guizhou,28.123239,106.822209
Guizhou,28.155168,106.823394
Guizhou,28.23094,106.837136
Guizhou,28.148609,106.838468
Guizhou,28.538234,106.896675
Guizhou,28.120255,106.836473
Guizhou,28.116412,106.83015
Guizhou,28.129568,106.826788
Guizhou,28.585911,106.773053
Guizhou,28.125798,106.824535
Guizhou,27.973374,107.720988
Guizhou,27.493023,107.393846
Guizhou,27.873283,107.5928
Guizhou,27.763389,107.48866
Guizhou,27.765409,107.475493
Guizhou,27.766953,107.476602
Guizhou,27.773331,107.486699
Guizhou,27.864233,107.485098
Guizhou,27.766953,107.476602
Guizhou,27.571167,107.733731
Guizhou,27.516243,107.578288
Guizhou,27.227334,107.903065
Guizhou,27.343087,107.510576
Guizhou,27.220419,107.893022
Guizhou,27.256746,107.787576
Guizhou,28.439164,106.494562
Guizhou,28.263185,106.178411
Guizhou,28.315029,106.211087
Guizhou,28.30942,106.233821
Guizhou,28.161003,106.355759
Guizhou,28.37803,106.209166
Guizhou,28.28967,106.206652
Guizhou,28.565895,106.495333
Guizhou,28.748834,106.527392
Guizhou,28.208556,106.289246
Guizhou,28.161003,106.355759
Guizhou,28.490548,105.903184
Guizhou,28.589081,105.69941
Guizhou,28.377402,105.919828
Guizhou,28.579933,105.703158
Guizhou,28.38205,105.751619
Guizhou,28.50355,105.682356
Guizhou,26.20026,105.86165
Guizhou,26.06921,106.219919
Guizhou,26.166465,105.852105
Guizhou,26.23829,105.939043
Guizhou,26.296787,106.063665
Guizhou,26.2501,105.94049
Guizhou,26.238098,105.936512
Guizhou,26.244918,105.965852
Guizhou,26.2501,105.94049
Guizhou,26.242815,105.857515
Guizhou,26.247,105.9677
Guizhou,26.408801,106.25796
Guizhou,26.4059,106.3719
Guizhou,26.418516,106.266146
Guizhou,26.469837,106.258954
Guizhou,26.441987,106.096657
Guizhou,26.402285,106.428745
Guizhou,26.405502,106.255557
Guizhou,26.414806,106.260954
Guizhou,26.197497,105.752359
Guizhou,26.210876,105.798629
Guizhou,26.301244,105.743329
Guizhou,26.227568,105.745698
Guizhou,26.219195,105.633607
Guizhou,26.219195,105.633607
Guizhou,26.408379,105.639604
Guizhou,26.215216,105.620262
Guizhou,26.064251,105.765415
Guizhou,26.138887,105.695095
Guizhou,25.62838,105.974469
Guizhou,25.816547,105.949493
Guizhou,25.588468,106.35304
Guizhou,25.825801,106.122155
Guizhou,25.634961,106.207701
Guizhou,25.745863,106.058073
Guizhou,25.70993,105.966664
Guizhou,25.800253,105.995887
Guizhou,25.761075,106.007359
Guizhou,27.693976,109.422927
Guizhou,27.653955,109.17161
Guizhou,27.751524,108.903333
Guizhou,27.8331,108.5858
Guizhou,27.72664,108.830442
Guizhou,27.693565,108.852335
Guizhou,27.850428,108.789352
Guizhou,27.691387,108.85169
Guizhou,27.239839,108.91942
Guizhou,27.239572,108.920793
Guizhou,27.234799,108.921778
Guizhou,27.244507,108.914037
Guizhou,27.521515,108.218261
Guizhou,27.52336,108.23265
Guizhou,27.522909,108.232172
Guizhou,28.007608,108.457347
Guizhou,27.994397,108.40924
Guizhou,28.265119,108.120573
Guizhou,27.301594,105.281271
Guizhou,27.273325,105.344954
Guizhou,27.310027,105.287551
Guizhou,27.291838,105.311333
Guizhou,27.264243,105.208934
Guizhou,27.108711,105.117165
Guizhou,27.310027,105.287551
Guizhou,27.273325,105.344954
Guizhou,27.450047,106.227986
Guizhou,26.983115,105.241911
Guizhou,27.067888,105.233557
Guizhou,26.778332,105.136413
Guizhou,26.961644,105.16139
Guizhou,26.759131,104.430232
Guizhou,27.087428,104.152572
Guizhou,27.186308,103.830487
Guizhou,27.412786,103.949594
Guizhou,27.240815,104.16783
Guizhou,26.915996,103.965196
Guizhou,26.736282,104.172464
Guizhou,27.077713,103.871211
Guizhou,26.647936,104.536462
Guizhou,26.833252,104.149247
Guizhou,27.142404,103.818248
Guizhou,26.723034,104.605618
Guizhou,27.112169,103.810461
Guizhou,26.748914,104.10755
Guizhou,27.060252,103.796759
Guizhou,26.868236,104.109076
Guizhou,27.229282,104.235847
Guizhou,26.723034,104.605618
Guizhou,27.193586,104.195974
Guizhou,26.719077,104.087074
Guizhou,26.857761,104.400054
Guizhou,26.766021,104.423344
Guizhou,27.029171,103.893484
Guizhou,26.748914,104.10755
Guizhou,26.587072,103.768852
Guizhou,26.91789,103.916675
Guizhou,26.854862,104.497174
Guizhou,26.742343,104.018978
Guizhou,26.902968,104.476175
Guizhou,26.958094,103.914513
Guizhou,27.056,104.3483
Guizhou,27.351766,103.975439
Guizhou,26.772548,104.073376
Guizhou,26.741669,104.561236
Guizhou,27.03015,104.095024
Guizhou,26.846373,104.602678
Guizhou,26.946662,104.589788
Guizhou,27.262659,103.957251
Guizhou,26.852965,104.139335
Guizhou,27.186752,103.787165
Guizhou,26.697668,104.724234
Guizhou,26.519842,104.661903
Guizhou,27.178005,103.736167
Guizhou,27.142404,103.818248
Guizhou,26.999438,104.054967
Guizhou,26.961169,103.98515
Guizhou,26.836216,104.433319
Guizhou,26.724259,104.047128
Guizhou,27.144606,104.018082
Guizhou,26.663927,104.5708
Guizhou,26.982247,103.84616
Guizhou,27.223524,103.904019
Guizhou,26.826397,104.506667
Guizhou,27.220326,103.984681
Guizhou,27.240815,104.16783
Guizhou,26.650392,104.08519
Guizhou,26.91789,103.916675
Guizhou,27.218263,103.795671
Guizhou,27.137862,103.772072
Guizhou,26.519842,104.661903
Guizhou,27.154415,104.030591
Guizhou,27.142404,103.818248
Guizhou,26.822029,103.993357
Guizhou,26.812982,104.142176
Guizhou,26.907677,103.952742
Guizhou,27.155096,103.857823
Guizhou,26.719077,104.087074
Guizhou,27.262659,103.957251
Guizhou,26.719077,104.087074
Guizhou,26.868236,104.109076
Guizhou,26.98777,104.37446
Guizhou,26.73661,104.272421
Guizhou,27.069689,104.01064
Guizhou,27.041001,104.302542
Guizhou,27.185843,103.767588
Guizhou,27.054616,103.635195
Guizhou,27.141284,103.732106
Guizhou,27.141284,103.732106
Guizhou,26.772548,104.073376
Guizhou,26.723034,104.605618
Guizhou,27.194388,104.269088
Guizhou,26.846373,104.602678
Guizhou,26.751417,104.675195
Guizhou,27.262659,103.957251
Guizhou,27.137096,103.983844
Guizhou,26.958094,103.914513
Guizhou,26.962127,103.992902
Guizhou,27.181318,103.805079
Guizhou,27.060252,103.796759
Guizhou,27.116618,104.239894
Guizhou,27.19533,104.15822
Guizhou,26.526722,103.984668
Guizhou,26.724259,104.047128
Guizhou,26.936473,104.162263
Guizhou,26.742035,103.963981
Guizhou,27.3972,104.005737
Guizhou,26.91789,103.916675
Guizhou,26.886221,104.13799
Guizhou,26.936836,104.067312
Guizhou,27.08835,104.106511
Guizhou,26.833252,104.149247
Guizhou,27.363329,103.95329
Guizhou,26.91338,104.522547
Guizhou,26.587072,103.768852
Guizhou,26.911301,103.980681
Guizhou,27.068479,103.89175
Guizhou,27.047391,108.430075
Guizhou,27.047391,108.430075
Guizhou,27.051777,108.411839
Guizhou,27.211084,108.753546
Guizhou,26.26091,107.52119
Guizhou,26.255451,107.516411
Guizhou,26.779349,107.466341
Guizhou,26.755063,107.307279
Guizhou,25.760045,107.568707
Guizhou,26.027068,106.519835
Guizhou,26.191312,106.556135
Guizhou,26.027068,106.519835
Guizhou,26.48421,106.95435
Guizhou,26.525459,106.845849
Guizhou,26.459338,106.991558
Guizhou,26.448616,106.980352
Guizhou,26.279165,107.04559
Guizhou,26.279165,107.04559
Guizhou,26.268847,107.05281
Guizhou,26.131803,106.65995
Guizhou,26.12737,106.65806
Guizhou,26.12878,106.66079
Guizhou,25.734072,106.512475
Guizhou,26.12504,106.656971
Guizhou,26.583385,106.71434
Guizhou,26.976857,106.414741
Guizhou,26.835139,106.594642
Guizhou,27.537633,106.834651
Guizhou,27.165754,106.729161
Guizhou,27.082689,106.700206
Guizhou,27.169833,106.733881
Guizhou,26.850679,106.580143
Guizhou,26.85631,106.72911
Guizhou,26.564724,106.473274
Guizhou,26.54968,106.46571
Guizhou,26.54968,106.46571
Guizhou,26.553543,106.471308
Guizhou,26.553543,106.471308
Guizhou,26.55312,106.46585
Guizhou,26.768999,106.197681
Guizhou,26.54968,106.46571
Guizhou,26.763257,106.340663
Guizhou,26.636419,106.354021
Guizhou,26.498937,106.360333
Guizhou,26.821276,106.225022
Guizhou,26.679951,106.517773
Guizhou,26.4913,106.4433
Guizhou,26.634966,106.36161
Guizhou,27.706839,106.923083
Guizhou,27.521629,106.823276
Guizhou,27.537633,106.834651
Guizhou,27.545618,106.836357
Guizhou,27.590038,107.042653
Guizhou,27.682126,107.308454
Guizhou,27.77363,107.212871
Guizhou,27.503123,106.335029
Guizhou,27.604922,106.537228
Guizhou,27.366705,106.756246
Guizhou,27.500816,106.943895
Guizhou,27.517508,106.897517
Guizhou,27.947175,107.187068
Guizhou,27.884424,107.255921
Guizhou,27.897687,107.088363
Guizhou,27.897687,107.088363
Guizhou,27.939592,107.111187
Guizhou,27.972224,107.108333
Guizhou,27.972224,107.108333
Guizhou,27.932796,107.092374
Guizhou,28.089455,107.167772
Guizhou,28.089455,107.167772
Guizhou,27.605221,106.28329
Guizhou,26.225181,105.949636
Guizhou,26.225181,105.949636
Guizhou,26.244918,105.965852
Guizhou,26.332767,105.987483
Guizhou,26.002641,106.168633
Guizhou,26.215526,106.036091
Guizhou,27.450047,106.227986
Guizhou,27.460752,106.212824
Guizhou,27.45492,106.212275
Guizhou,27.450047,106.227986
Guizhou,27.446509,106.221034
Guizhou,27.495349,106.140995
Guizhou,27.504605,106.155883
Guizhou,27.381606,106.595524
Guizhou,27.381606,106.595524
Guizhou,27.456788,106.156255
Guizhou,27.392419,106.44301
Guizhou,27.39835,106.443165
Guizhou,27.39755,106.433599
Guizhou,27.489067,106.191831
Guizhou,27.4927,106.240381
Guizhou,27.529203,106.301151
Guizhou,27.362494,106.696548
Guizhou,27.471052,106.433102
Guizhou,27.37125,106.318223
Guizhou,27.381689,106.377064
Guizhou,27.062284,105.288773
Guizhou,27.067888,105.233557
Guizhou,25.767,106.978656
Guizhou,25.767,106.978656
Guizhou,26.84931,106.722537
