id,province,name,Latitude,Longitude,Type,Name_Type,Year
26620,Gansu,Lingming Mosque Qubba Management Committee,36.049142,103.784728,5,Islam,1986
26621,Gansu,Xiping Qubba (Mosque) Management Committee,36.049142,103.784728,5,Islam,1985
26622,Gansu,Shimendun Mosque,36.081172,103.727392,5,Islam,2000
26623,Gansu,Egan Town Protestatn Church,35.8987,103.842848,1,Protestantism,1990
26624,Gansu,Egan Mosque,35.916206,103.84945,5,Islam,1943
26625,Gansu,Jiaolong Buddhist Temple Management Committee,35.97171,103.760432,3,Buddhism,1990
26626,Gansu,Holy Mother Daoist Temple,36.062287,103.735007,4,Daoism,1984
26627,Gansu,Haitai Qubba (Mosque) Management Committee,36.057102,103.78817,5,Islam,1984
26628,Gansu,Yaowang Daoist Cavern (Temple) Management Committee,35.993828,103.835714,4,Daoism,1950
26629,Gansu,Anxi Road Mosque,36.068105,103.782746,5,Islam,1979
26630,Gansu,Qilihe District Protestant Three-self Patriotic Movement Committee,36.078606,103.772201,10,Protestantism,1997
26631,Gansu,Mount Yunding Faxian Temple,35.892089,103.878722,3,Buddhism,2003
26632,Gansu,Xiguoyuan Protestant Church Management Group,35.9732,103.7626,1,Protestantism,1991
26633,Gansu,Baishuxiang Mosque,36.062165,103.792201,5,Islam,1996
26634,Gansu,Tianwang Temple,36.049156,103.633062,4,Daoism,1985
26635,Gansu,Chunyang Temple Management Committee,36.068861,103.677686,4,Daoism,1986
26636,Gansu,Sansheng Temple,36.069267,103.661121,3,Buddhism,1989
26637,Gansu,City God Temple,36.097111,103.613068,4,Daoism,1984
26638,Gansu,Yongqing Temple,36.131144,103.386812,3,Buddhism,2004
26639,Gansu,Huiguang Temple,36.068861,103.677686,3,Buddhism,1996
26640,Gansu,Holy Mother Temple Democratic Management Committee,36.121423,103.622983,4,Daoism,1988
26641,Gansu,Zushi Temple Management Committee,36.131144,103.386812,4,Daoism,1986
26642,Gansu,Xigu District Mosque,36.0941,103.6258,5,Islam,1990
26643,Gansu,Tuzhu Temple,36.101176,103.583978,4,Daoism,1983
26644,Gansu,Changqing Temple,36.101176,103.583978,3,Buddhism,1998
26645,Gansu,Mount Lianhua Guanyin Temple,36.17378,103.440975,3,Buddhism,1972
26646,Gansu,Xigu Protestant Church,36.097111,103.613068,1,Protestantism,1982
26647,Gansu,Zushi Temple,36.069267,103.661121,4,Daoism,1989
26648,Gansu,Mount Renshou Religious Management Committee,36.129049,103.689418,4,Daoism,1996
26649,Gansu,Anning Mosque Management Committee,36.1016,103.7484,5,Islam,1996
26650,Gansu,Changfeng Protestant Church,36.108763,103.707891,1,Protestantism,1988
26651,Gansu,Huazhuang Mosque,36.182348,103.175956,5,Islam,1999
26652,Gansu,Taiping Temple,36.139385,103.346981,4,Daoism,1983
26653,Gansu,Xinjian Mosque,36.274502,103.004875,5,Islam,1994
26654,Gansu,Hutouya Village Mosque Management Committee,36.335082,102.890888,5,Islam,1990
26655,Gansu,First Mosque Management Committee,36.430006,102.874704,5,Islam,1982
26656,Gansu,Shangxuanzi Mosque Management Committee,36.316546,102.917499,5,Islam,1987
26657,Gansu,Xuejia Mosque,36.301613,102.97076,5,Islam,1982
26658,Gansu,Haishiwan North Mosque Management Committee,36.3413,102.865,5,Islam,1979
26659,Gansu,Taishang Temple Management Committee,36.233715,103.079388,4,Daoism,1987
26660,Gansu,Dongzi Village Mosque,36.2255,103.0998,5,Islam,1986
26661,Gansu,Yongning Temple Management Committee,36.169438,103.285349,3,Buddhism,1996
26662,Gansu,Xuanji Temple Management Committee,36.430006,102.874704,3,Buddhism,1995
26663,Gansu,Xiayao West Mosque Management Committee,36.402694,102.864618,5,Islam,1985
26664,Gansu,Baoshan Temple Management Committee,36.237013,103.067634,3,Buddhism,1992
26665,Gansu,Xiayao East Mosque,36.402694,102.864618,5,Islam,1980
26666,Gansu,Taihe Temple,36.159047,103.31281,4,Daoism,1981
26667,Gansu,Yaojie Mosque,36.427302,102.873217,5,Islam,1984
26668,Gansu,Tuanjie Grand Mosque Management Committee,36.3413,102.865,5,Islam,2003
26669,Gansu,Haishiwan Protestant Management Committee,36.338702,102.86489,1,Protestantism,1993
26670,Gansu,Hutouya Village Mosque Temple Management Committee,36.335082,102.890888,5,Islam,1999
26671,Gansu,Xuanzi Mosque,36.316546,102.917499,5,Islam,1980
26672,Gansu,Yaojie Protestant Church,36.43226,102.87377,1,Protestantism,2000
26673,Gansu,Baman Temple,36.283771,102.984637,3,Buddhism,1994
26674,Gansu,Guanyin Temple,36.16318,103.296616,3,Buddhism,1994
26675,Gansu,Shangen Mosque,36.430006,102.874704,5,Islam,1963
26676,Gansu,Jinhua Yongle Temple,36.1662,103.2797,4,Daoism,1980
26677,Gansu,Hetan Mosque,36.462275,102.864144,5,Islam,1988
26678,Gansu,Siqu Mosque Management Committee,36.462275,102.864144,5,Islam,1986
26679,Gansu,Wushengyi Town Lower Mosque,36.884465,103.167526,5,Islam,1934
26680,Gansu,Mount Xianglu Quanzhen Temple Management Committee,36.708398,103.259899,4,Daoism,2001
26681,Gansu,Yongdeng County Buddhist Association,36.73762,103.26639,30,Buddhism,2004
26682,Gansu,Mount Qinglong Yongning Temple Management Committee,36.737599,103.266334,3,Buddhism,1997
26683,Gansu,Miaoyin Temple Management Committee,36.590078,102.839743,3,Buddhism,1982
26684,Gansu,Heqiaoyi Mosque Management Committee,36.527039,102.880902,5,Islam,1983
26685,Gansu,Haide Temple Management Committee,36.7396,103.25901,3,Buddhism,1990
26686,Gansu,Qili Village Mosque,36.479506,102.859355,5,Islam,1983
26687,Gansu,Maliantan Upper Mosque,36.503186,102.876215,5,Islam,1980
26688,Gansu,Upper Mosque Management Committee,36.73399,103.256946,5,Islam,1985
26689,Gansu,Yongdeng County Daoist Association,36.7376,103.2662,4,Daoism,2004
26690,Gansu,Gada Temple Management Committee,36.590078,102.839743,3,Buddhism,1983
26691,Gansu,Qingliang Temple Buddhist Management Committee,36.432909,103.396539,3,Buddhism,1996
26692,Gansu,Wushengyi Town Upper Mosque,36.884465,103.167526,5,Islam,1934
26693,Gansu,Heqiaoshang Mosque,36.527039,102.880902,5,Islam,1982
26694,Gansu,Tuanjie Mosque,36.527039,102.880902,5,Islam,1983
26695,Gansu,Mount Qingquan Jintai Temple Management Committee,36.715039,103.090022,4,Daoism,2002
26696,Gansu,Gan'en Temple Management Committee,36.454721,103.394196,3,Buddhism,1895
26697,Gansu,Wanshou Temple Management Committee,36.674197,103.298206,3,Buddhism,1998
26698,Gansu,Mount Renshou Management Committee,36.733128,103.262195,4,Daoism,1993
26699,Gansu,Grand Mosque Management Committee,36.73399,103.256946,5,Islam,1928
26700,Gansu,Mount Tonghai Management Committee,36.318725,103.59049,4,Daoism,1993
26701,Gansu,Maliantan Grand Mosque,36.503186,102.876215,5,Islam,1980
26702,Gansu,Hualinping Mosque,35.9959,103.9828,5,Islam,1951
26703,Gansu,Laozu Temple Daoist Association,35.890946,103.930063,4,Daoism,1992
26704,Gansu,Yuzhong County Protestant Three-self Patriotic Movement Committee,35.826901,104.109592,10,Protestantism,1991
26705,Gansu,Yuzhong County Islamic Association,35.843,104.11249,5,Islam,1994
26706,Gansu,Gancaodian Town Mosque Democratic Management Committee,35.7941,104.287,5,Islam,2002
26707,Gansu,Yuzhong County Daoist Association,35.776458,104.057163,4,Daoism,1995
26708,Gansu,Yuzhong County Buddhist Association,35.841494,104.109118,30,Buddhism,1997
26709,Gansu,Jiayuguan City Mosque,39.79541,98.26268,5,Islam,1987
26710,Gansu,Huguo Temple Management Committee,39.797559,98.238046,3,Buddhism,1989
26711,Gansu,Jiayuguan City Protestant Church,39.76593,98.25961,1,Protestantism,1996
26712,Gansu,Jiayuguan City Catholic Democratic Management Committee,39.773,98.2823,20,Catholicism,1999
26713,Gansu,Jiayuguan South Mosque Democratic Management Committee,39.781275,98.29287,5,Islam,1996
26714,Gansu,Jinchuan Grand Mosque Management Committee,38.522835,102.182932,5,Islam,1982
26715,Gansu,Longquan Market Mosque,38.49953,102.17287,5,Islam,1987
26716,Gansu,Jinchang City Protestant Three-self Patriotic Committee,38.522835,102.182932,1,Protestantism,1990
26717,Gansu,Yongyao Road Mosque Management Committee,38.5074,102.1704,5,Islam,1980
26718,Gansu,Jinchang City Islamic Association,38.515403,102.188003,5,Islam,1990
26719,Gansu,Longgangli Mosque,38.494005,102.163193,5,Islam,1995
26720,Gansu,Jinchang City East Grand Mosque Management Committee,38.519821,102.210562,5,Islam,1992
26721,Gansu,Binhe Road Mosque,38.497943,102.178624,5,Islam,1995
26722,Gansu,Erkuang Mosque Management Committee,38.495428,102.190182,5,Islam,1984
26723,Gansu,Yunzhuang Temple,38.108283,102.102628,3,Buddhism,1988
26724,Gansu,Yongchang County Mosque,38.2448,101.97104,5,Islam,1995
26725,Gansu,West Village Church Management Committee,36.547053,104.168342,1,Protestantism,1988
26726,Gansu,Wanfo Temple,36.623694,105.089093,3,Buddhism,1989
26727,Gansu,Changzheng Mosque,36.720602,104.84498,5,Islam,1989
26728,Gansu,Hongshan Temple,36.641965,105.02111,3,Buddhism,1995
26729,Gansu,Jieyun Daoist Temple Management Committee,36.641965,105.02111,4,Daoism,1988
26730,Gansu,North Mount Wudang Daoist Temple Committee,36.791357,104.605557,4,Daoism,2000
26731,Gansu,Dalachi Mosque,36.638101,105.020218,5,Islam,1984
26732,Gansu,Hongluo Temple,36.464436,104.453196,3,Buddhism,1999
26733,Gansu,Xiguan Mosque,36.55626,104.6728,5,Islam,1940
26734,Gansu,City God Temple,36.565638,104.686069,4,Daoism,1980
26735,Gansu,Dongguan Upper Mosque,36.572922,104.702617,5,Islam,1923
26736,Gansu,Lizhuang Mosque,36.558175,104.679413,5,Islam,1984
26737,Gansu,Dongping Temple,36.534708,104.628769,5,Islam,1983
26738,Gansu,Liuchuan Township Church,36.642592,104.455034,1,Protestantism,1996
26739,Gansu,Hongju Temple,36.558175,104.679413,5,Islam,1986
26740,Gansu,Diaozhuang Mosque,36.876032,105.227368,5,Islam,1992
26741,Gansu,Shanyuan Temple,36.561838,104.66354,3,Buddhism,2004
26742,Gansu,Anmen Church,36.561838,104.66354,1,Protestantism,1991
26743,Gansu,Beiwan Church,36.464436,104.453196,1,Protestantism,1991
26744,Gansu,Qingyun Temple,36.377262,104.623261,3,Buddhism,1986
26745,Gansu,Pingbao Church,36.416632,104.403007,1,Protestantism,1993
26746,Gansu,Hejingping East Mosque,36.534708,104.628769,5,Islam,1983
26747,Gansu,Putuo Temple,36.671331,104.738581,3,Buddhism,1983
26748,Gansu,Shengyun Temple,36.986934,105.035163,3,Buddhism,2002
26749,Gansu,Chaoyun Temple,36.461762,104.997854,4,Daoism,1980
26750,Gansu,Dongguan North Mosque,36.572922,104.702617,5,Islam,1944
26751,Gansu,Yuwu Temple,36.681222,104.73474,4,Daoism,2004
26752,Gansu,Mount Fenglong Daoist Temple,36.45244,105.042747,4,Daoism,1986
26753,Gansu,Chaoyun Temple,36.461762,104.997854,3,Buddhism,1992
26754,Gansu,Santan Church,36.686991,104.673482,1,Protestantism,1995
26755,Gansu,Fajie Temple,36.561838,104.66354,4,Daoism,1980
26756,Gansu,Mount Qingliang Construction and Management Association,35.924022,105.214847,3,Buddhism,1989
26757,Gansu,Mount Xiujin Yuanjun Daoist Temple Management Group,34.564,105.548,4,Daoism,1984
26758,Gansu,Huazang Abbey,34.6136,105.4162,3,Buddhism,1986
26759,Gansu,Guanzi Town Protestant Church,34.63112,105.374441,1,Protestantism,1980
26760,Gansu,Liguanwan Mosque Management Committee,34.54387,105.74943,5,Islam,1996
26761,Gansu,Yuandong Temple Buddhist Management Group,34.362451,105.565673,3,Buddhism,1987
26762,Gansu,Chengqu Buddhist Association,34.57972,105.727996,30,Buddhism,1982
26763,Gansu,Hejialin Mosque,34.516574,105.640991,5,Islam,1977
26764,Gansu,Yuyang Temple,34.58872,105.349186,4,Daoism,1960
26765,Gansu,Niangniangba Town Mosque Management Committee,34.3039,105.8264,5,Islam,1981
26766,Gansu,Qincheng District Buddhist Association Lizi Township Management Group,34.2527,105.8934,30,Buddhism,1996
26767,Gansu,Fulong Temple Daoist Management Group,34.5203,105.664937,4,Daoism,1982
26768,Gansu,Wangchuan Town Daoist Management Group,34.226425,105.579833,4,Daoism,1988
26769,Gansu,Tianshui City Daoist Association,34.584417,105.729314,4,Daoism,1996
26770,Gansu,Tianshui City Catholic Patriotic Association,34.58045,105.7374,20,Catholicism,1958
26771,Gansu,Hongtai Mosque Management Committee,34.5828,105.7243,5,Islam,1982
26772,Gansu,Tianshui City Protestant Three-self Patriotic Movement Committee,34.5732,105.7561,10,Protestantism,1990
26773,Gansu,Tianshui Town Protestant Management Group,34.58296,105.7244,1,Protestantism,1996
26774,Gansu,Mount Yujing Xuanmiao Temple,34.541006,105.684384,4,Daoism,2002
26775,Gansu,Xiangshan Temple Daoist Management Group,34.587234,105.728217,4,Daoism,1986
26776,Gansu,Beiguan Mosque,34.5828,105.7243,5,Islam,1981
26777,Gansu,Dianzhen Protestant Church,34.4731,105.7114,1,Protestantism,1996
26778,Gansu,Yuanzhu Temple,34.58296,105.7244,3,Buddhism,1988
26779,Gansu,Hanjiaxiang Protestant Church 　,34.575783,105.715182,1,Protestantism,1990
26780,Gansu,Yuxiang Temple,34.564493,105.548839,4,Daoism,1990
26781,Gansu,Guanyin Temple Buddhist Management Group,34.58454,105.7271,3,Buddhism,1996
26782,Gansu,Bingling Temple,34.58454,105.7271,3,Buddhism,1993
26783,Gansu,Bailian Temple,34.564,105.548,3,Buddhism,1995
26784,Gansu,Huifu Temple,34.58296,105.7244,3,Buddhism,1960
26785,Gansu,Qinzhou District Catholic Patriotic Association,34.58045,105.7374,20,Catholicism,1999
26786,Gansu,Liujiazhuang Mosque Management Committee,34.60731,105.704131,5,Islam,1996
26787,Gansu,Yanfa Temple,34.5416,105.6869,3,Buddhism,1996
26788,Gansu,Wotuo Mosque Management Committee,34.566693,105.649906,5,Islam,1977
26789,Gansu,Fokongqiao Daoist Management Group,34.5626,105.599,4,Daoism,1989
26790,Gansu,Xiaozhuang Mosque,34.4731,105.7114,5,Islam,1920
26791,Gansu,Laojun Temple Democratic Management Committee,34.5551,105.6783,4,Daoism,1984
26792,Gansu,Mount Yunwu Daoist Management Group,34.353491,105.682904,4,Daoism,1982
26793,Gansu,Ruilian Temple Management Committee,34.57972,105.727996,3,Buddhism,2001
26794,Gansu,Beishan Mosque Management Committee,34.5832,105.7242,5,Islam,1989
26795,Gansu,Dayun Temple,34.6136,105.4162,3,Buddhism,1985
26796,Gansu,Wujiashan Mosque Management Committee,34.545184,105.664779,5,Islam,1988
26797,Gansu,Houzhai Mosque,34.5832,105.7242,5,Islam,1978
26798,Gansu,Mount Xiujin Qisheng Temple Daoist Management Group,34.530603,105.70448,4,Daoism,1984
26799,Gansu,Tianshui Buddhist Association,34.58454,105.7271,30,Buddhism,1990
26800,Gansu,Nanwu Temple Management Group,34.569223,105.790949,4,Daoism,1988
26801,Gansu,Hongfa Temple Democratic Management Committee,34.5739,105.9007,3,Buddhism,2001
26802,Gansu,Yangjiashan Church,34.458659,106.141292,1,Protestantism,1982
26803,Gansu,Shenjin Temple,34.329538,106.139324,3,Buddhism,1993
26804,Gansu,Ganquan Town Protestant Church Management Committee,34.447693,105.94171,1,Protestantism,1987
26805,Gansu,Taiping Temple Democratic Management Committee,34.447693,105.94171,3,Buddhism,1980
26806,Gansu,Bailin Temple Democratic Management Committee,34.51561,106.344933,4,Daoism,1985
26807,Gansu,Liulin Temple,34.508753,105.90612,3,Buddhism,1985
26808,Gansu,Beidao District Catholic Patriotic Committee,34.680988,105.658249,20,Catholicism,1980
26809,Gansu,Mapaoquan Catholic Church,34.540616,105.904995,2,Catholicism,1992
26810,Gansu,Yuanjue Temple,34.4911,106.0629,3,Buddhism,1982
26811,Gansu,Dangchuan Township Protestant Church Affairs Management Committee,34.335897,106.140654,1,Protestantism,1997
26812,Gansu,Huaniu Town Mosque Democratic Management Committee,34.564619,105.825468,5,Islam,2002
26813,Gansu,Mapaoquan Mosque,34.540616,105.904995,5,Islam,1962
26814,Gansu,Wujia Village Protestant Church,34.679464,105.658714,1,Protestantism,1997
26815,Gansu,Shenjia Village Protestant Church,34.679464,105.658714,1,Protestantism,1991
26816,Gansu,Weinan Town Protestant Church,34.679464,105.658714,1,Protestantism,1997
26817,Gansu,Shenjia Village Catholic Church,34.679464,105.658714,2,Catholicism,1980
26818,Gansu,Maoan Temple Democratic Management Committee,34.743371,105.734429,3,Buddhism,1985
26819,Gansu,Taishan Temple Zhu Management Committee,34.472289,105.877869,4,Daoism,1970
26820,Gansu,Mount Shengqiao Cien Temple Democratic Management Committee,34.681942,105.592035,3,Buddhism,1982
26821,Gansu,Yanying Temple Artifact Preservation Group,34.703121,105.674686,3,Buddhism,1980
26822,Gansu,Beidao District Mosque,34.55999,105.90612,5,Islam,1992
26823,Gansu,Majiaping Protestant Church,34.679464,105.658714,1,Protestantism,1997
26824,Gansu,Zhangshi Protestant Church,34.679464,105.658714,1,Protestantism,1990
26825,Gansu,Dangchuan Township Mosque Democratic Management Committee,34.335897,106.140654,5,Islam,1995
26826,Gansu,Beidao Protestant Church,34.5739,105.9007,1,Protestantism,1986
26827,Gansu,Wuyang Temple,34.458659,106.141292,4,Daoism,1972
26828,Gansu,Boyang Protestant Church,34.5234,106.0564,1,Protestantism,1996
26829,Gansu,Shifo Township Protestant Democratic Management Group,34.698543,105.706914,1,Protestantism,1985
26830,Gansu,Longshen Temple,34.575071,105.895884,4,Daoism,1997
26831,Gansu,Shifo Temple Democratic Management Committee,34.698543,105.706914,3,Buddhism,1992
26832,Gansu,Yukou Village Protestant Church Management Committee,34.685862,105.730441,1,Protestantism,1995
26833,Gansu,Zaoyang Temple,34.674611,105.645182,4,Daoism,1980
26834,Gansu,Gaojiawan Mosque Democratic Management Committee,34.662219,105.823752,5,Islam,1986
26835,Gansu,Qingya Temple Management Committee,34.712445,106.26026,5,Islam,1983
26836,Gansu,Putaosi Mosque,34.855661,106.223006,5,Islam,1988
26837,Gansu,Chengguan Mosque,34.751537,106.137871,5,Islam,1982
26838,Gansu,Huashi Cliff,34.58683,106.196325,4,Daoism,1911
26839,Gansu,Yaomen Mosque,34.805315,106.290066,5,Islam,1988
26840,Gansu,Xindianzi Mosque Management Committee,34.771004,105.880634,5,Islam,1956
26841,Gansu,Miaoer Mosque,34.83941,106.205974,5,Islam,1988
26842,Gansu,Minor Mount Hua Panggong Abbey Management Committee,34.747364,106.073269,3,Buddhism,1996
26843,Gansu,Puwan Mosque,34.83941,106.205974,5,Islam,1986
26844,Gansu,Yuanxing Temple Management Committee,34.771004,105.880634,3,Buddhism,1931
26845,Gansu,Guowan Mosque,34.881964,106.225391,5,Islam,1991
26846,Gansu,Wangjia Mosque,34.881964,106.225391,5,Islam,1988
26847,Gansu,Liangtou Mosque,34.83941,106.205974,5,Islam,1988
26848,Gansu,Chengguan Protestant Church Management Committee,34.743129,106.137154,1,Protestantism,1982
26849,Gansu,Taiping Temple,34.720507,106.226713,3,Buddhism,2000
26850,Gansu,Yulin Temple Management Committee,34.771004,105.880634,3,Buddhism,1942
26851,Gansu,Maliang Mosque,34.881964,106.225391,5,Islam,1988
26852,Gansu,Faxiang Temple Management Committee,34.71968,106.217583,3,Buddhism,1983
26853,Gansu,Baitianming Temple Management Committee,34.6512,105.8976,4,Daoism,1995
26854,Gansu,Qiwan Mosque,34.881964,106.225391,5,Islam,1991
26855,Gansu,Qingshui County Islamic Association,34.751537,106.137871,5,Islam,1984
26856,Gansu,Longquan Temple Management Committee,34.749107,106.105674,3,Buddhism,2003
26857,Gansu,Nanguan Mosque,34.85484,105.67075,5,Islam,1982
26858,Gansu,Qinan County Protestant Three-self Patriotic Movement Committee,34.864324,105.667869,10,Protestantism,1985
26859,Gansu,Yinmaxiang Mosque,34.85484,105.67075,5,Islam,1980
26860,Gansu,Houtan Protestant Church,34.933552,105.663667,1,Protestantism,1992
26861,Gansu,Ying'en Temple,34.854151,105.674123,3,Buddhism,2000
26862,Gansu,Suancipo Mosque,34.942549,105.881789,5,Islam,1965
26863,Gansu,Nantai Mosque,34.861,105.66993,5,Islam,1985
26864,Gansu,Qin'an County Protestant Church,34.85836,105.66849,1,Protestantism,1985
26865,Gansu,Qin'an County Buddhist Association,34.854151,105.674123,30,Buddhism,1997
26866,Gansu,Kequan Temple,34.8437,105.673596,3,Buddhism,2004
26867,Gansu,Shenxian Stupa Daoist Association,34.919244,105.684102,4,Daoism,1975
26868,Gansu,Qin'an County Catholic Church,34.85484,105.67075,2,Catholicism,1990
26869,Gansu,Majiaju Protestant Church,34.803557,105.408206,1,Protestantism,1949
26870,Gansu,Gangu County Protestant Three-self Patriotic Movement Committee,34.7425,105.3364,10,Protestantism,1982
26871,Gansu,Gangu County Daoist Association,34.754136,105.151796,4,Daoism,1985
26872,Gansu,Gangu County Buddhist Association,34.735544,105.312367,30,Buddhism,1983
26873,Gansu,Gangu County Catholic Patriotic Association,34.741516,105.332152,20,Catholicism,1996
26874,Gansu,Lianhua Temple,34.622478,105.013799,3,Buddhism,1985
26875,Gansu,Cibei Temple,34.598878,104.902477,3,Buddhism,1959
26876,Gansu,Wushan County Daoist Association,34.845597,104.947542,4,Daoism,1978
26877,Gansu,Chengguan Town Protestant Management Association,34.72229,104.88493,10,Protestantism,1978
26878,Gansu,Ciyun Temple,34.593601,104.897767,3,Buddhism,1953
26879,Gansu,Wushan County Buddhist Association,34.728193,104.869811,30,Buddhism,1980
26880,Gansu,Donghua Temple,34.638284,104.978817,3,Buddhism,1970
26881,Gansu,Huayan Temple,34.649843,105.00962,3,Buddhism,1933
26882,Gansu,Luomen Protestant Church,34.75413,105.01885,1,Protestantism,1920
26883,Gansu,Tianzhu Temple Democratic Management Committee,37.87824,102.649964,3,Buddhism,1995
26884,Gansu,Tiancheng Temple,37.944341,102.311378,3,Buddhism,1996
26885,Gansu,Yanshou Temple,37.907488,102.767905,3,Buddhism,1999
26886,Gansu,Wuwei City Protestant Association,37.92988,102.64187,10,Protestantism,2001
26887,Gansu,Qingliang Temple Democratic Management Committee,37.913152,102.722327,3,Buddhism,1988
26888,Gansu,Luoshen Temple,37.931599,102.63521,3,Buddhism,2004
26889,Gansu,Dongguanjie Mosque Democratic Management Committee,37.926346,102.649843,5,Islam,1986
26890,Gansu,Zagou Catholic Church,38.001795,102.39267,2,Catholicism,1993
26891,Gansu,Hengsha Temple Democratic Management Committee,37.962895,102.746487,3,Buddhism,1992
26892,Gansu,Sandun Village Catholic Church,37.739561,102.988227,2,Catholicism,1983
26893,Gansu,Mount Jingangling Fazhuang Temple Management Committee,38.897603,103.689785,3,Buddhism,1996
26894,Gansu,Shengrong Temple,38.62267,103.08819,3,Buddhism,1995
26895,Gansu,Suwu Temple,38.568763,103.105415,4,Daoism,2003
26896,Gansu,Puji Temple Management Committee,37.577955,102.87657,3,Buddhism,1964
26897,Gansu,Zhonghua Shengdan Temple,37.685232,103.086643,2,Catholicism,1993
26898,Gansu,Ganlu Temple Management Committee,37.730088,103.018174,3,Buddhism,1998
26899,Gansu,Gulang County Buddhist Association,37.474384,103.415501,30,Buddhism,1990
26900,Gansu,Longquan Temple Management Committee,37.45694,102.88853,3,Buddhism,1995
26901,Gansu,Tiantang Temple Management Committee,36.945316,102.511117,3,Buddhism,1980
26902,Gansu,Mount Qinglong Temple,39.170261,100.83457,4,Daoism,1975
26903,Gansu,Ganzhou District Islamic Association,38.923,100.4588,5,Islam,1980
26904,Gansu,Zhangye City Protestant Three-self Patriotic Movement Committee,38.93459,100.45795,10,Protestantism,1943
26905,Gansu,Ganzhou District Buddhist Association,38.93003,100.45108,30,Buddhism,1984
