province,Latitude,Longitude
Shandong,34.998336,116.661964
Shandong,35.012749,116.650608
Shandong,34.998336,116.661964
Shandong,34.998336,116.661964
Shandong,34.998336,116.661964
Shandong,35.012749,116.650608
Shandong,35.012749,116.650608
Shandong,34.998336,116.661964
Shandong,34.998336,116.661964
Shandong,35.085242,116.543636
Shandong,35.071572,116.605527
Shandong,35.064303,116.53066
Shandong,35.101916,116.495606
Shandong,35.127027,116.573733
Shandong,35.128007,116.585772
Shandong,34.954572,116.573301
Shandong,34.997575,116.55288
Shandong,34.954474,116.461291
Shandong,35.011339,116.478989
Shandong,35.011339,116.478989
Shandong,35.012749,116.650608
Shandong,35.086918,116.579424
Shandong,34.952213,116.696384
Shandong,35.012749,116.650608
Shandong,35.012749,116.650608
Shandong,35.012749,116.650608
Shandong,35.079527,116.43968
Shandong,35.079527,116.43968
Shandong,35.085958,116.426906
Shandong,35.079527,116.43968
Shandong,35.079527,116.43968
Shandong,35.079527,116.43968
Shandong,35.079527,116.43968
Shandong,35.079527,116.43968
Shandong,35.09443,116.455124
Shandong,35.120589,116.422563
Shandong,35.10289,116.354564
Shandong,35.056821,116.366828
Shandong,35.06662,116.311532
Shandong,35.070768,116.318359
Shandong,35.06662,116.311532
Shandong,35.089388,116.392589
Shandong,35.049569,116.362222
Shandong,35.443749,116.402113
Shandong,35.41219,116.354497
Shandong,35.39604,116.359442
Shandong,35.37931,116.30707
Shandong,35.445305,116.399599
Shandong,35.441354,116.266065
Shandong,35.39312,116.310364
Shandong,35.401644,116.285963
Shandong,35.660629,117.260267
Shandong,35.664323,117.251195
Shandong,35.581137,116.986532
Shandong,35.587146,117.001096
Shandong,35.547728,116.822974
Shandong,35.405185,117.003743
Shandong,36.192084,117.135354
Shandong,36.309537,117.098253
Shandong,36.190674,117.123674
Shandong,36.190674,117.123674
Shandong,36.194823,117.128387
Shandong,36.18799,117.041582
Shandong,36.18799,117.041582
Shandong,35.964579,117.035713
Shandong,36.169019,116.978046
Shandong,36.18799,117.041582
Shandong,36.070054,117.065821
Shandong,36.197004,116.96017
Shandong,35.995368,117.040192
Shandong,35.980042,117.056734
Shandong,35.881254,117.356181
Shandong,36.187467,116.672712
Shandong,36.182571,116.768358
Shandong,36.283677,116.614454
Shandong,37.501696,122.099706
Shandong,37.443104,122.146154
Shandong,37.193913,122.058128
Shandong,35.068693,118.348058
Shandong,35.05155,118.347706
Shandong,35.068693,118.348058
Shandong,35.068693,118.348058
Shandong,35.055972,118.319139
Shandong,35.004054,118.34217
Shandong,34.951964,118.263178
Shandong,34.996741,118.284786
Shandong,35.016435,118.338881
Shandong,35.002824,118.242741
Shandong,34.977663,118.252848
Shandong,34.987108,118.315334
Shandong,34.996741,118.284786
Shandong,34.996741,118.284786
Shandong,35.549976,118.465213
Shandong,34.614102,118.363528
Shandong,34.613557,118.367263
Shandong,35.791889,118.626214
Shandong,35.777119,118.639406
Shandong,35.265959,117.968643
Shandong,35.504953,117.631705
Shandong,35.255097,118.774382
Shandong,34.823711,118.594492
Shandong,37.434707,116.29666
Shandong,37.451272,116.299434
Shandong,37.451272,116.299434
Shandong,37.459333,116.294418
Shandong,37.440075,116.363799
Shandong,37.200952,116.902496
Shandong,37.07695,116.767973
Shandong,37.189864,116.86665
Shandong,37.07695,116.767973
Shandong,36.800117,116.753056
Shandong,37.165419,116.434187
Shandong,25.329541,118.275003
Shandong,36.123114,115.796684
Shandong,36.114392,115.79182
Shandong,36.192281,115.58762
Shandong,36.186428,115.535066
Shandong,36.484009,115.44274
Shandong,36.484009,115.44274
Shandong,36.846064,115.698992
Shandong,36.847754,115.730077
Shandong,36.831538,115.729481
Shandong,36.831538,115.729481
Shandong,36.720332,115.758295
Shandong,36.828809,115.941544
Shandong,36.838277,115.704881
Shandong,36.839847,115.743207
Shandong,36.847754,115.730077
Shandong,36.718207,115.969549
Shandong,36.838277,115.704881
Shandong,36.830673,115.705665
Shandong,36.838277,115.704881
Shandong,36.847754,115.730077
Shandong,36.838277,115.704881
Shandong,36.838277,115.704881
Shandong,36.838277,115.704881
Shandong,36.838277,115.704881
Shandong,36.839847,115.743207
Shandong,36.843322,115.696086
Shandong,37.239676,117.512804
Shandong,37.560295,117.683413
Shandong,37.682281,117.594633
Shandong,37.636559,117.433002
Shandong,37.616533,117.356043
Shandong,37.627153,117.353514
Shandong,37.617384,117.36614
Shandong,37.077897,118.240006
Shandong,36.884259,117.74278
Shandong,35.248452,115.443941
Shandong,34.836706,115.747099
Shandong,34.813031,115.541308
Shandong,34.7029,115.6831
Shandong,34.823238,115.733494
Shandong,34.590091,115.62512
Shandong,34.690242,115.482025
Shandong,34.7029,115.6831
Shandong,34.925806,115.58633
Shandong,34.639829,115.698418
Shandong,34.824395,115.758525
Shandong,34.928995,115.586174
Shandong,34.824199,115.560931
Shandong,34.82372,115.557426
Shandong,34.82372,115.557426
Shandong,34.810277,115.698136
Shandong,35.18558,115.822387
Shandong,35.091749,115.048051
Shandong,35.003025,115.01411
Shandong,35.295963,115.088879
Shandong,35.303381,115.095545
Shandong,36.665294,117.004421
Shandong,36.661476,117.010657
Shandong,36.666344,117.07653
Shandong,36.651175,116.997475
Shandong,36.651175,116.997475
Shandong,36.658815,117.009907
Shandong,36.659572,117.009776
Shandong,36.661205,117.010053
Shandong,36.678016,116.987492
Shandong,36.722576,116.800436
Shandong,36.285281,116.450443
Shandong,36.714015,117.534326
Shandong,36.221623,120.262959
Shandong,36.496004,118.157672
Shandong,37.176007,117.830934
Shandong,36.286534,118.295145
Shandong,34.889736,117.672031
Shandong,34.853482,117.660707
Shandong,34.862641,117.574845
Shandong,34.862641,117.574845
Shandong,34.821485,117.524563
Shandong,34.564286,117.744972
Shandong,34.554486,117.745408
Shandong,34.956995,117.715912
Shandong,37.467647,118.498203
Shandong,36.67791,120.917932
Shandong,35.594083,116.985549
Shandong,35.394627,116.938825
Shandong,35.968726,117.008662
Shandong,35.968726,117.008662
Shandong,36.18799,117.041582
Shandong,36.112802,117.060311
Shandong,36.105802,117.063008
Shandong,36.023074,116.338657
Shandong,35.846985,117.364045
Shandong,35.878917,117.416579
Shandong,35.854812,117.360222
Shandong,35.854812,117.360222
Shandong,35.854812,117.360222
Shandong,36.015301,116.884439
Shandong,36.200554,116.512313
Shandong,36.018384,116.883757
Shandong,35.04366,118.351899
Shandong,36.095418,118.749914
Shandong,36.019893,118.722671
Shandong,36.105677,118.736221
Shandong,36.041923,118.713725
Shandong,36.073789,118.690286
Shandong,36.014214,118.716381
Shandong,35.954218,118.701785
Shandong,35.972316,118.766191
Shandong,35.701133,118.490398
Shandong,35.79045,118.627918
Shandong,35.79045,118.627918
Shandong,35.729974,118.522545
Shandong,35.689143,118.706783
Shandong,35.79045,118.627918
Shandong,36.016199,118.854932
Shandong,36.016199,118.854932
Shandong,35.822657,118.318635
Shandong,36.024946,118.604387
Shandong,35.79045,118.627918
Shandong,35.79045,118.627918
Shandong,36.12118,118.568851
Shandong,36.135553,118.588017
Shandong,35.854654,118.305053
Shandong,35.812233,118.243889
Shandong,35.80733,118.271771
Shandong,35.812233,118.243889
Shandong,35.812233,118.243889
Shandong,35.854572,118.721224
Shandong,35.793885,118.632931
Shandong,35.925945,118.369356
Shandong,35.933976,118.35062
Shandong,35.908554,118.366408
Shandong,35.79045,118.627918
Shandong,35.727137,118.421492
Shandong,35.861305,118.048904
Shandong,37.77825,117.40139
Shandong,36.795011,116.758917
Shandong,36.664977,116.575921
Shandong,37.023776,116.569706
Shandong,36.966388,116.561936
Shandong,36.979136,116.58045
Shandong,36.934259,116.638387
Shandong,36.931487,116.602322
Shandong,36.968427,116.57944
Shandong,36.934259,116.638387
Shandong,36.934259,116.638387
Shandong,36.11385,115.776296
Shandong,36.11385,115.776296
Shandong,36.128441,115.889511
Shandong,36.114392,115.79182
Shandong,36.216434,115.926452
Shandong,36.225702,115.925594
Shandong,36.114392,115.79182
Shandong,36.114392,115.79182
Shandong,36.040927,115.86596
Shandong,36.063364,115.703494
Shandong,36.030395,115.755493
Shandong,36.017128,115.732579
Shandong,36.094123,115.73549
Shandong,36.102063,115.718618
Shandong,36.102063,115.718618
Shandong,36.114392,115.79182
Shandong,36.114392,115.79182
Shandong,36.114392,115.79182
Shandong,36.161703,116.056264
Shandong,36.128441,115.889511
Shandong,36.114392,115.79182
Shandong,36.114392,115.79182
Shandong,36.114392,115.79182
Shandong,36.114392,115.79182
Shandong,36.128441,115.889511
Shandong,36.149632,115.858513
Shandong,35.998365,115.747414
Shandong,35.982642,115.740921
Shandong,35.998365,115.747414
Shandong,35.966557,115.685699
Shandong,35.966557,115.685699
Shandong,35.965757,115.682083
Shandong,35.966557,115.685699
Shandong,36.114392,115.79182
Shandong,36.254784,115.827514
Shandong,36.16461,115.759035
Shandong,36.167374,115.778417
Shandong,36.167374,115.778417
Shandong,36.114392,115.79182
Shandong,36.114392,115.79182
Shandong,36.112208,115.785711
Shandong,36.102063,115.718618
Shandong,36.271219,115.830271
Shandong,36.143232,115.874517
Shandong,36.114392,115.79182
Shandong,35.998365,115.747414
Shandong,36.056446,115.58454
Shandong,36.078987,115.633274
Shandong,36.078987,115.633274
Shandong,36.233599,115.671191
Shandong,36.078987,115.633274
Shandong,36.654532,115.401993
Shandong,36.654532,115.401993
Shandong,36.838277,115.704881
Shandong,36.838277,115.704881
Shandong,36.843322,115.696086
Shandong,36.718207,115.969549
Shandong,36.838277,115.704881
Shandong,36.764904,115.971154
Shandong,36.821217,115.947481
Shandong,36.746344,115.49607
Shandong,36.852382,115.978214
Shandong,36.83936,115.865006
Shandong,36.724953,115.469208
Shandong,36.79473,116.008479
Shandong,36.70019,115.598246
Shandong,36.838277,115.704881
Shandong,36.783096,116.009872
Shandong,36.796118,115.922124
Shandong,36.838277,115.704881
Shandong,36.852328,115.901566
Shandong,36.754687,115.944384
Shandong,36.838277,115.704881
Shandong,36.725355,115.783118
Shandong,36.833561,115.732985
Shandong,36.838277,115.704881
Shandong,36.743506,115.731595
Shandong,36.778497,115.737658
Shandong,36.844186,115.800648
Shandong,36.763324,115.812315
Shandong,36.836211,115.727734
Shandong,36.838277,115.704881
Shandong,36.730689,115.860592
Shandong,36.846101,116.032879
Shandong,36.863617,115.913819
Shandong,36.895375,115.863808
Shandong,36.734764,115.588662
Shandong,36.796107,115.979889
Shandong,36.838277,115.704881
Shandong,36.838277,115.704881
Shandong,36.838277,115.704881
Shandong,36.707198,115.473118
Shandong,36.838277,115.704881
Shandong,36.773867,115.681584
Shandong,36.838277,115.704881
Shandong,36.805187,115.667666
Shandong,36.701724,115.580123
Shandong,36.689696,115.64928
Shandong,36.838277,115.704881
